,Place_ID,Place_Name,cleaned_reviews
195,ChIJW3qqdF9Zei4R__z2cQjHXQA,Kuliner Lor Tugu,one stop eating hehe salah satu foodcorner yang cukup lengkap ada di tengah kota benerbener dekat dari tugu yoyakarta tinggal ke arah utara sedikit nanti kiri jalan kalau dari tugu seberang mixue es krim tempat luas dan cukup bersih terang dan parkiran luas ada toilet dan musala juga lengkap kan live musik juga ada tapi saya kurang tau jadwal pilihan makanan cukup bervariatif ya mulai dari angkringan jepang yang sedia ramen sushi dan lain lain mie ayam nasi padang bakso bebek dan ayam goreng steamboat and grill olahan seafood korean food rice bowl hotpot burger dan lain lain pilih dan silakan dicoba hehe untuk rasa saya ha bisa mereview menu ya karena kemarin ha coba menu mukiyem dia kayak steamboat begitu dan takoyaki maklum buka puasa jadi tidak muat banyak perut hehe rasa cukup enak untuk steamboat kemarin coba kuah tomyum kuah segar ala tomyam porsi cukup banyak bisa untuk orang dengan harga lalu takoyaki enak dalam masih agak lumer begitu dan saya pilih isian gurita dapat pcs harga kemarin sebenar pilihan pertama mau coba hotpot tapi sampai ganti menu mereka konfirmasi kalau menu tersebut habis padahal sudah transaksi hingga pembayaran hem recommended coba burger serius enak tapi harga sangat terjangkau beli burger besar harga total pilihan makanan sangat banyak dan bervariasi mulai dari asian western cina food harga terjangkau pelayanan cepat spot tempat duduk banyak dan open space di bagian tengah juga ada spot duduk dengan colokan listrik cocok untuk chill sambil laptopancharge handphone lahan parkir cukup luas lokasi di dekat tugu jadi sehabis makan bisa wisata sebentar ke area sekitar tugu kurang pengawasan prokes karena tempat seperti food court dan tidak ada filter prokes di pintu masuk lokasi pintu masuk di dekat lampu merah tugu jadi kalau bawa mobil motor harus sabar karena sangat macet salah satu food court di yoyakarta yang recommended tempat parkir luas banget banyak beragam pilihan menu mulai dari indonesia western jepang dan thailand harga sangat affordable venue enak banget kursi dan meja banyak ada indoor dan outdoor bagian outdoor per meha ada stopkontak jadi buat yang mau nugas bisa datang kesini sekaliam makanmakan makanan enakenak wajib coba takoyaki yang di drink corner itu enak banget sama makan di calamary rice bowl enak parah sukses terus buat kuliner lor tugu tempat yang cocok buat kumpul sama teman atau keluarga tempat luas dan nyaman pilihan menu banyak banget dari tradisional sampai western mau makanan korea juga ada harga cukup terjangkau tidak bikin bangkrutlah di sini ada panggung buat live musik tapi kurang tau sih jadwal yang bikin takjub itu toilet bersih banget standar toilet mal meskipun tidak semewah mal tersedia tissu juga semoga memang selalu begitu ya ada musala juga yang memisahkan tempat salat laki dan perempuan tempat parkir luas pembaruan kembali makan di sini coba beli capcay tapi bukan selera saya cuma porsi banyak banget bisa dimakan lebih dari orang apalagi kalau pakai nasi untuk makanan korea juga kurang otentik sate sapi lumayanlah kalau es zaman dulu enak toilet agak kotor karena kondisi memang ramai banget ada panggung hiburantempat bersih luas nyaman food court nya banyak pilihan ada yang bagian outdoor pakai payung payung bersama teman nongkrong jauh lebih asyik sama pasangan juga lebih sok sweet hehe parkiran mobil luas parkiran motor sisi selatan tempat nongki siang malam di utara tugu suasana adem di bawah pepohonan dengan banyak pilihan dan variasi makanan toilet dan musala bersih harga relatif terjangkau bbrpnkali ke tempat ini selalu ada perubahan yang cukup baik tenant cukup variatif area bersih bagian outdoor makin rindang petugas parkir semakin ramah • rasa tampilan rata cukup menarik dan rasa cukup baik • porsi standart • harga rata food court yoyakarta • tempat dan suasana nyaman • kekurangan penyajin minumn sering agak lama mungkin ba ditambah stafd • kelebihan strategis pusat kota area parkir luas ada sesi musik di hari tertentu cek akun kuliner lor tugu cek map kuliner lor tugu jogjafoodstock kulinerjogja kulineryogya jogjahits kulinerjogjahits kulinernusantara yogyamakan jogjamakan makanjogja makanyogya reviewkuliner makandijogja voilajogja riderskulineran jogjastreetfood jogjafoodhunter kulinerkekinian jajankekinian kulinerlegendaris makananviral komentarkuliner makandijogja kuliner tempat nyaman bersihtempat parkir luas banyak pilihan menu makanan menyediakan banyak tempat duduk harga makanan standarpelayanan baiklumayan sih untuk nongkrong sambil makan pujasera di yoyakarta yang lumayan lengkap cocok kalau makan dengan keluarga dan masing masing pu kesukaan yang berbeda ada iga bakar burger mie ayam pisang goreng makanan koreaan katsu masakan padang juga ada minuman juga ada berbagai macam ada toilet musala dan tempat parkir lumayan luas harga tidak terlalu mahal silakan di coba akhir menemukan tempat makan dekat tugu ini kumpulan kuliner yang menjadi satu jadi kita bisa sambil mengobrol order pilihan menu yang pilihan cukup beragam untuk lokasi parkir tidak perlu khawatir karena luas pilihan menu cukup beragam ada mie ayam yang kata teman cukup terkenal ada burger yang menurut saya enak pilihan menu lain juga banyak area duduk juga cukup luas ya dan ada live musik ya juga nah beberapa kali ke sini memang lagu lama ya tapi bisa request lagi yang lagi hit untuk harga cukup bersahabat tersedia juga musala banyak varian foodcourt dari mulai makanan khas indonesia sampai jepang dan korea ada musala kamar mandi bersih petugas kebersihan nya juga top banget sudah sering kesini dan tidak bosan tempat kuliner yang cukup menarik kuliner yang disajikan cukup beragam mulai dari mie ayam sate rice bowl sampai sekadar makanan ringan minuman mulai dari minuman kemasan soda teh sampai kopi ada di sini jadi tinggal pilih saja guys pilihan saya kalau kesini untuk menikmati mie ayam santika mie kenyal enak bumbu gurih sedap dan topping pas sama porsi buat yang mau beda coba pesan miyago alias mie ayam goreng deh semacam mie yamin begitu enduls harga juga murah mulai dari ribuan tempat makan juga luas jadi tidak perlu khawatir kalau bawa rombongan area outdoor dilengkapi dengan payung jadi kalau hujan cukup terlindung lokasi juga bagus dekat sekali sama tugu yoyakarta tinggal jalan ke arah utara sedikit cuss tempat parkir luas area makan luas banyak pilihan menu dari makanan lokal sampai makanan korea juga ada plus tempat bersih banget cocok buat kumpul sama teman atau untuk lunch banyak banget pilihan makanan dan minuman disinidari tradisional food sampai western food adaharga pun tidak mahalparkir luastempat bikin betahnyaman banget baik siang maupun malam siang tidak panas karena banyak pohon tempat nongkrong yang nyaman dan asri serta berbagai menu yang relatif murah dengan porsi sesuai harga pilihan tempat kuliner asyik di yogyakarta khusus sekitar wilayah tugu yogyakarta ke sini waktu acara beatle yoyakarta community malemmalem dan ternyata tempat asyik juga di setiap tempat duduk yang ada payungpayung ada colokan listrik meja juga banyak luas kebersihan juga oke pilihan makanan dan minuman cukup bervariasi mie ayam depan santika itu ada di sini sekarang cuma sayang pas ke sana dia sudah tutuphabis kemarin beli tom yam harga rban rasa lumayan enak bikin hangat di badan sayang lupa nama tempat hehe ada coffee bir juga di sini semacam soda kopi ini enggak ada alkohol tempat parkir luas kamar mandi bersih ada musala nya juga wastafel juga tersedia ke mari karena antar teman sanggar untuk perform pertama masuk ke gerbang oh ramai sekali parkiran rapi berbayar masuk ke entrance gate suasana meriah karena pas lagi ultah klt ke di dekat gate ini ada produk usaha mikro kecil dan menengah nya teman di yoyakarta tapi untuk saya sendiri makanan ringan yang disediakan di dekat gate ini tidak menarik sama sekali hehe maaf kalau saya lihat ada pie brownies produk usaha mikro kecil dan menengah ada ondeonde mini dan lain lain saya sampaikan di foto masuk ke foodcourt ada tenant menyediakan aneka makanan dan minuman untuk saya sendiri entah mengapa tidak tertarik dengan menumenu nya mungkin karena saya termasuk picky untuk makanan ya pilih yang bukan junkfood maksud akhir minum saja ditraktir senior minuman nama wedang angsle minuman ini menurut saya juga biasa terdiri dari mutiara kolangkaling roti santan dengan aroma jahe dan bubur kacang ijo tapi kok burjo tidak kelihatan ya entah cuma setengah sendok atau seberapa wkwk untuk rasa menurut saya terlalu manis karena saya tidak suka rasa manis mungkin untuk yang lain sih manis sudah pas tidak apa apa selera orang berbeda untuk suasana sangat ramai menurut saya mungkin cukup sulit cari tempat kalau datang rombongan kalau cuma berdua atau bertiga masih tidak ada masalah alhamdulillah di sini ada musala yang bersih kalau toilet kurang tau karena tidak mampir toilet pilihan menu makanan dan minuman banyak dam enak harga lumayan ramah di kantong suasana nyaman dan ada live musik salah satu alternatif tempat makan di pusat kota yoyakarta tempat benerbener di pusat kota pas di tugu yoyakarta parkir cukup luas pilihan makan beragam nama juga foodcourt mulai dari makan ringan sampai makan berat jadi kalau pergi ramerame tidak akan bingung karena pilihan banyak memang standstand bukan dari resto premium di yoyakarta tetapi lumayan lahbbrp stand yang saya ingat mi ayam pempek seafood ayam bebek goreng bakso kuah panas chicken katsu iga depot murni dan drink corner tempat bersih harga standar hampir semua makanan di sini rating di atas semua enak enak sejauh ini yang saya pesan dan makan mungkin lebih enak lagi kalau cari makan siang di sini karena terbukti juga semia tenant di sini hasil dari seleksi makanan terenak se yoyakarta untuk tempat bersih dan luas untuk makanan pilihan tenant lumayan variatif sih kemarin menjatuhkan pilihan ke makanan korea beli jjampong cerita sebenar untuk rasa masakan enak tetapi itu tidak bisa dibilang jjampong karena rasa jauuuuh banget dari jjampong yang aku tau lebih cenderung ke capcay orang bakmi godog malahan rasa indonesia banget tidak ada taste korea sedikitpun sebagai penikmat masakan korea menurutku ini tidak bisa dibilang jjampong temanku yang lain mencoba rraboki pun begitu kayak tidak ada gojuchang juga penamaan makanna tidak sesuai sama hidangan bisa dilihat dari foto berikut yang penggemar korean food pasti bisa menilai sendiri mie santika yang dulu di trotoar pinggir jalan sekarang pindah di sini rasa masih sama seperti dulu ada menu baru nya mie ayam goreng nya enak juga suasana nyaman luas dan bersih untuk harga minuman nya pricey tapi sebanding dengan suasana yang ada kesini ke stand mie ayam santika kadang ada live music pilihan makanan dan minuman sangat banyak tempat cukup bersih dan murah
196,ChIJWVjCnfVZei4RZZuwit_iDuc,UC Resto,menu bervariasi dan rasa enak porsi buanyaak tempat bersih dengan pelayanan yang ramah lokasi berada di dalam kampus ugm cocok juga digunakan untuk pertemuan menu relatif banyak tetapi favorit saya gadogado uc plus jahe hangat sekalikali boleh dicoba beef steak atau iga bakar lumayan oke juga selain menu tempat nyaman kriteria penting bagi saya untuk dapat bintang lima adalah parkir dan anda mendapat space memadai disini… restoran dalam zona kampus bersih rapi dan pelayanan menyenangkan menu beragam dengan rasa yang enak mengenyangkan dan memuaskan dahaga guys resto ini tepat di samping hotel kampus sebuah lokasi yang menyenangkan like it … tempat sahdu dilingkungan ugm dengan connecting hotelresto dan cafetaria nya juga ballroom yang luas makanan nya enak tempat nyaman buat pertemuan pelayanan cepat dan ramah tempat nyaman dan parkir memadai akses mudah dan relatif dekat ke berbagai fasilitas umum lain berasa banget atmosfer tpt belajar dan nongkrong yang kondusif dan nyaman restoran yang letak strategis ada di pusat kampus ugm makanan dan minuman cukup bervariasi tempat luas dan cukup nyaman makanan enak cukup lengkap variasi minuman juga termasuk kopi tempat luas ada smoking room ruang dalam … sebagai bagian dari hotel uc ugm resto ini menyediakan menu yang beraneka kalau anda mengadakan pertemuan di sini anda juga dapat memesan makanan populer dari luar tempat nyaman strategis di pusat kota bagus cocok untuk event kecil maupun besar makanan lumayan enak pelayanan ramah okee keren sih tempat cocok buat buka bersama juga dan yang penting harga sangat bersahabat tempat lumayan luas menu bervariasi suasana nyaman nyaman tempat nyaman untuk pertemuan dan acara kantor nyaman strategis kopi hitam enak masakan enak pelayanan bagus
197,ChIJWW-U4vlZei4RHX6ILzVTvcA,Kedai Kolega Tugu,lokasi strategis dari wisatawan one stop belanja belanja oleholeh sekalian nongkrong untuk menikmati gelato atau kopi menu variatif coffee non coffee lengkap ada makanan ringan makanan berat juga tempat cukup nyaman kemarin saya di lt ada smoking area di balkon kece juga rekomen kopi pistachio rasa unik brulee bomb yang saya pesan dalam masih dingin kemungkinan menggoreng dengan api terlalu besarsaat minyak belum begitu panas tapi makanan sudah dimasukkan ke penggorengan alat makan untuk snack menggunakan sendok kecil seperti lebih cocok dengan garpu kecil pelayanan cukup jelas menerangkan tentang menu tapi mungkin kemarin waktu saya kesana seperti terburu dalam melayani jadi kurang perhatian ke customer minum kopi pagi di rooftop rasa unik dan enak pelayanan memuaskan barista menjelaskan menu yang dita dengan cukup baik harga standar cafe kekinian suka kamu di sini tempat enak ada rooftop tidak ramai nasgor juara minum asem tapi padahal sudah dita kata manis hehe ingin kesini lagi mencoba ke sini karena sering lewat jalan mangkubumi suka banget sama pelayanan pertama masuk langsung di sambut mbak kasir nan ramah tempat nyaman dan asyik untuk menikmati senja dari rooftop dan nyaman juga untuk nugas di lantai dengan smoking area juga harga menu ramah dikantong pelayanan cepat rasa makanan minuman enak dan porsi nya pas mencoba pesan iced coffie aren rasa pas banget di lidah dengan harga ribu nett hihi cukup murah menurutku overall first time ke sini aku cocok karena tempat nyaman dan harga pas dikantong bakal jadi list coffee shop favorit ku sih ini terima kasih lokio cafe bakal balik lagi ke sini ️ tempat yang enak buat minum kopi dan mengobrol lokasi di pusat kota dekat dengan tugu pal putih kopi mantap makanan dan camilan untuk teman minum kopi juga enak dengan harga yang terjangkau menu makanan dan minuman cukup beragam ada kopi dan nkn kopi makanan ringan seperti gorengan sampai yang berat seperti nasi goreng atau bakmi ada lantai yang atas open space tidak pu foto hehe tempat tidak terlalu luas lebih nyaman saat tidak terlalu ramai toilet juga tersedia di bagian belakang berada di titik strategis kota yogyakarta dekat banget sama tugu yogyakarta mampir di sini bisa sekalian jalan jalan menikmati ambience tugu yogyakarta dan sekitar kedai kolega di sini menu sama dengan kedai kolega di gedongkuning konsep juga hampir sama ada store dagadu nya kafe tempat nongkrong cuma memang lebih sempit daripada di gedongkuning parkir mobil akan kesulitan mending kendaraan roda dua atau pakai kendaraan online saja instagramable juga banyak spot keren yang dihiasi dengan mural juga colorful jam buka asyik banget jam pagi sudah buka jadi mau cari sarapan bisa banget nongkrong pagi” juga asyik karena masih sepi ruangan ber ac nya akan lebih banyak daripada outdoor smoking area ada ruang meeting imut juga bisa untuk orang saja deh terdiri dari lantai lantai bawah agak lebih sempit include dapur lantai dua lebih leluasa dan ada buku buku bacaan yang bisa dibaca ditempat staf ramah wifi oke ac juga dingin banget stop kontak juga mudah di beberapa colokan listrik tempat duduk selebih tidak dekat dengan colokan listrik karena kesana pas masih finishing renovasi maka masih ada beberapa tukang yang bekerja wira wiri bahkan sofa sofa masih dicover plastik karena baru hai kawanlokio happy cina new tahun imlekan bakal makin cuan dengan promo dari lokio cafe nih cocok buat berkumpul bareng dari tanggal januari kamu bisa mendapatkan potongan untuk menu makanan dan minuman di lokio lo yuk ajak teman atau keluarga kamu sekarang promo ini berlaku dine in dan take away ya jangan sampai kamu ketinggalan more info follow us repostpromojogja tempat ngupi yang menarik tempat dekat tugu jadi satu sama dagadu sebelahan tetapi jadi satu harga mahasiswa pelayanan ramah ambience oke juga buat nugas enak atau mongs di bean bag lantai atas juga sabii ada outdoor yang ada bean bag keren sih kamar mandi juga bersih parkir motor oke kalau mobil kayak parkir diseberang deh coffeshop dengan konsep belanja center oleh oleh kaos yoyakarta dengan merek terkenal dagadu djogja lokasi di pinggit jalan utama selatan tugu yoyakarta cocok untuk minum kopi sembari menikmati suasana yoyakarta untuk wisatawan bisa sekalian beli kaos buat oleh oleh harga kopi standart rasa cukup enak buat aku yang bukan pencinta kopi cocok buat nongkrong sama teman yang bagian atas cute banget tempat dekat banget juga sama tugu jadi bisa sekalian waktu itu order onion ring sama creamcheese coffee and enaaaak buka jam pagi bisa pesan americano latte ataupun es pisu andalan kalau pagi sampai siang banyak pesepeda bagi yang suka kerja bisa di lantai dua menarik buat menikmati yoyakarta dari ketinggian kedai kopi baru di yoyakarta kolega posisi pinggir jalan banget coy hem di jalan mangkubumi sekitar depan hotel yoyakarta kedai kopi ini masih turunan sama dagadu djogja sampingan pula letak jadi yang ibu anak bisa belanja kaos sementara bapak menunggu sambil minum kopi syahdu kan bicara soal harga harga masih standar kopi di yoyakarta yang menarik kalau pagi jam ada promo harga lumayan kan soal rasa boleh dicobain deh termasuk enak menurut saya cuma tempat saja agak kurang asyik buat nongkrong lama kurang santuy yuk coba ada makanan juga menu selain kopi kok misal es timun serut atau fresh juice begitu semoga membantu selamat minum kopi kalau mau minum kopi pagi pagi sambil menikmati tugu yoyakarta bisa di sini kopi lengkap dan harga ekonomis sekali jam pagi sudah buka lokasi jadi satu dengan store dagadu yoyakarta tepat diselatan pos polisi tugu sebelah kiri jalan tersedia parkir luas untuk motor dan mobil bahkan minibus pun cukup tempat lumayan luas dan lenggang ada lokasi outdoor untuk yang merokok tidak ada wifi karena ini sebenar cuma coffee shop yang menyempil di toko dagadu jadi sambil belanja bisa sekalian minum kopi minum kopi kopi khas banget coffeeshop andalan apalagi mencoba mie lethek nya enggak ada tandingan tempat yang ideal untuk bersantai di week end pagi outdoor cafe sambil menikmati suasana yoyakarta kopi enak mantap lokasi hebat tempat kumpul para cyclist nasi goreng enak harga relatif mursh dibanding kafe² sejenis lain tempat nongkrong yang nyaman playlist cocok pegawai ramah ️️️ … tempat nongkrong enak di dekat tugu yoyakarta tempat asyik buat nyore dekat tugu dan bike friendly
198,ChIJWevCApL7ei4RwvVHOXTwNIU,Hendra's Cafe n Karaoke,mantap
199,ChIJWyeUmD1Lei4RDUmk4Me3RnQ,RM Karindra Goa Pindul,tempat terbaik untuk menjelajahi gue pindul dan tempat ternikmat untuk makan setelah cave tubing dan river tubing disungai oyo referensi sekali buat kalian yang ingin ke gue pindul dan masih banyak paket yang tersedia tempat nyaman untuk santai bersama keluarga dan rekan kerja menu spesial di sini adalah ikan bakar bisa juga goreng dan juga banyak menu lain sesuai pesanan ada untuk pemesanan bisa via wa dulu karena ikan di sini menggunakan ikan segar melayani pemesanan dalam jumlah kecil banyak melayani pemesanan nasi box tempat luas dan nyaman kapasitas sampai orang bisa dekat dengan wisata gua pindul
200,ChIJWz07LiRZei4RrpxzXLNxN0w,Kopi Imu Mbana,sederhana tapi kesan kekeluargaan lebih dapat minum kopi lama lama di sinj tidak berasa mau belajar bikin kopi juga bisa tempat asyik buat nongkrong santai kopi enak kopi enak kopi enak
201,ChIJX27m_aNZei4RWpf-xMwyb4Y,Rest Freeman,keren
202,ChIJX8PK_Y1lei4R6_pnyqugFwM,Pempek Ummu Naurah,enak pempek cuma perlu kerja keras untuk mencapai
203,ChIJXRP5TCRYei4RZE_t4JXac3M,Toegoe Resto,tempat nya tidak terlalu luas nasi gudeg hati ampela harga ribu salah satu cafe di dalam stasiun tugu yogyakarta ini cocok untuk teman teman yang sedang menunggu jadwal keberangkatan kereta harga yang ditawarkan standar untuk kelas cafe di dalam stasiun rasa yang ditawarkan juga tidak kalah enak ada fasilitas free wifi juga saat menunggu kereta lapar mampir makan sini ini adalah alternatif bila loko cafe telah tutup karenan resto ini bula sampai jam malam makanan lumayan enak dengan harga yang wajar gudeg menjadi menu favorit saya enak dan lumayan murah cocok buat makan sembari menunggu kereta dekat dari stasiun jogjajadi enak nongkrong dulu strategis seputar stasiun tugu jogyakarta tenang dan nyaman meskipun ramai pembeli
204,ChIJXWuYlUZZei4Rkg5yarJjXp4,Boba Time Karang Malang / UNY,salah satu boba yang lagi viral dan banyak cabang di yoyakarta cabang yang di depan gor uny ini cukup ramai sudah enak murah lagi mulai sudah dapat porsi besar dan varian cukup banyak cuma bisa take away saja harga murahh minuman boba yang lagi hit pelayanan ramah dan cepat tempat bersih lokasi mudah dijangkau recomended nih silakan kakak merapat coba deh boba terenak jaman now harga standar minuman boba pada umum tempat strategis depan gor uny persispelayanan cepat dan ramahdari rasa mantap jempoll outlet bagus strategis rasa selalu enak pas di lidaah favorit brown sugar … tempat kecil antre kadang banyak tetapi bobatime tidak pernah salah tempat strategis rasa pas mantap rasa luar biasa dengan harga terjangkau mantap betul endulita segar dan murah
205,ChIJY0ksac5Zei4RPbHv7M30PhM,"Platinum Kitchen, Bar & Lounge",salah satu tempat dugem yang elite di yoyakarta dengan pelayanan yang ramah di sini ada lantai lo lantai nya ada coffee shop terus lantai ada lounge nya dan yang harus kalian datengin itu lantai nya benar full club ya yang lagi main yoyakarta tempat ini recommended banget buat kalian yang mencari tempat dugem dijogja kalau kesini lengkap deh buat kalian pencinta clubbing atau sekadar dengar live musik dan disc jockey rnb platinum nd floor tempat untuk santai dan party bersama teman di platinum juga ada nd floor dengan nuansa lighting yang bagus dengan lounge yang lumayan besar dengan musik disc jockey modern dengan pelayanan yang ramah nyaman dan tidak kaah menarik dengan lain setiap ke yoyakarta selalu mampir ke platinum yoyakarta rd floor tempat asyik banget lighting yang tidak mengecewakan harga juga terjangkau dengan kualitas pelayanan yang sangat baik karyawan nya overall this is recomend … di echante tempat mengopi enak banget di atas juga buat party asyik banget terus guard ganteng ganteng ramah baik istimewa pokok recomend pokok kalau ke yoyakarta wajib lah datang di platinum tempat bagus keamanan juga sangat saefty all staf berettitude tinggi pokok mantap lah tempat bersantai sambil minum kopi asyik nih di jogjaeccante coffee shop lantai platinum kitchenbar lounge di jogjalantai juga ada live musik dan lantai dengan bar dan musik yang dahsyat sudah pokok bikin menagih sudah kalau datang kesinirecomended sudah … tempat asyik banget nyaman pelayanan baik cocok banget kumpul bareng teman mau minum kopi ada di lt mau makan dan dengarkan live musik ada di lt mau full bar ada di lt love️ salah satu tempat dugem yang elite di yoyakarta dengan pelayanan yang ramah di sini ada lantai lo lantai nya ada coffee shop terus lantai ada lounge nya dan lantai nya benar full club keren habis pokok salah satu tempat terbaik di yoyakarta sih ini lt nya lounge yang enak buat ngechill sama teman terus di lt juga oke banget bar nya bartender juga ramah ggwp lah buat platinum … bar ternyaman di kota yogyakarta all staf sangat ramah dan berettitude tinggi tidak menyangka juga ada club keren dekat banget sama hostel tinggal jalan kaki pokok sesuai ekspektasi deh lagu enak enak juga disc jockey nya oke ngeremix lagu lama baru sukses terus ya tempat recommended buat dikunjungi kalau mau minum kopi tinggal ke enchante saja di lantai kalau mau ke lounge di lantai ke bar di lantai sudah lah tidak bisa berword word lagi tempat berbeda dari yang lain lebih nyaman disini️ … tempat asyik nya yoyakarta platinum ada lantai lantai satu coffee shop gaul yoyakarta lantai lounge dengan live musik setiap hari nya lantai ada bar nya dengan lighting terbaik di yoyakarta serta suara sound yang asyik banget recomend banget salah satu cafe club yoyakarta yang nya enak buat nongkrong anak muda yang suka minum kopi di lntai juga ada coffee shop nya juga lo guys pokok rekomendasi tempat nyaman makanan enak music pembaruan banget pelayana ramahtempat bersih sound mantap wajib coba tempat tempat nya bagus pelayanan nya juga memuaskan untuk lantai perkopian ada untuk lantai juga bagus apa lagi lantai nya keren permainan lighting nya keren sekali service baik bartender juga ramah ramah dan ganteng reccomended buat minum kopi di lantai buat ngechill di lantai dan enak juga buat party di lantai kesan pertama ke platinumsangat baik gro yang inisial fickysangat friendly dan nice sekaliteman kalau ke yoyakarta mesti datang ke platinum
